"0"
"Land 
Nennungen  Häufig genannte Regionen"
"Österreich 
3.854 
Tirol (1.562)"
"Italien 
1.195 
Trentino-Alto Adige (252)"
"Frankreich 
105"
"Spanien 
97"
"Schweiz 
85"
"Ägypten 
47"
"Israel 
40"
"Vereinigtes 
31 
Königreich"
"Iran 
27"
"Vereinigte Staaten 
20"
"Niederlande 
19"
"Polen 
10"
"Türkei 
9"
"Portugal 
7"
"Belgien 
7"
"Ungarn 
6"
