"0","1","2","3","4"
"Gesamtanzahl 
Wahrscheinliches Infektionsland 
KW36 
KW37 
KW38 
KW39 
Nennungen","","","",""
"Deutschland 
2.859 
Türkei 
403 
Kroatien 
638 
Kosovo 
426 
Rumänien 
208 
Tschechische Republik 
89 
Frankreich 
140 
Bosnien und Herzegowina 
191 
Italien 
121 
Spanien 
140 
Österreich 
59 
Ungarn 
139 
Griechenland 
97 
Niederlande 
12 
Albanien 
86 
Polen 
35 
Nordmazedonien 
66 
andere 
410 
Gesamt 
6.119","4.151 
341 
203 
166 
160 
141 
110 
104 
87 
101 
74 
71 
76 
35 
34 
46 
37 
319 
6.256","5.939 
250 
87 
91 
99 
114 
97 
45 
85 
57 
84 
29 
54 
48 
30 
48 
37 
285 
7.479","5.166 
123 
33 
38 
69 
79 
54 
20 
48 
32 
50 
18 
20 
85 
12 
29 
16 
228 
6.120","18.115 
1.117 
961 
721 
536 
423 
401 
360 
341 
330 
267 
257 
247 
180 
162 
158 
156 
1.242 
25.974"
