"0","1","2","3","4"
"Gesamtanzahl 
Wahrscheinliches Infektionsland 
KW35 
KW36 
KW37 
KW38 
Nennungen","","","",""
"2.695 
Deutschland 
895 
Kroatien 
767 
Kosovo 
363 
Türkei 
208 
Rumänien 
209 
Bosnien und Herzegowina 
211 
Spanien 
142 
Frankreich 
49 
Tschechische Republik 
75 
Italien 
97 
Ungarn 
61 
Griechenland 
57 
Österreich 
76 
Mazedonien 
65 
Albanien 
52 
Polen 
57 
Ukraine 
410 
andere 
6.489 
Gesamt","2.835 
634 
416 
399 
208 
190 
138 
138 
89 
120 
139 
97 
57 
66 
83 
35 
71 
348 
6.063","4.036 
196 
159 
335 
159 
96 
100 
110 
134 
84 
71 
73 
68 
35 
34 
44 
20 
326 
6.080","5.063 
71 
81 
210 
89 
40 
42 
90 
96 
72 
27 
47 
63 
33 
27 
45 
28 
263 
6.387","14.629 
1.796 
1.423 
1.307 
664 
535 
491 
480 
368 
351 
334 
278 
245 
210 
209 
176 
176 
1.347 
25.019"
